datetime,count
2011-01-20 00:00:00,11.284691753692071
2011-01-20 01:00:00,4.709887415158074
2011-01-20 02:00:00,3.1833965489465053
2011-01-20 03:00:00,3.2690110049785543
2011-01-20 04:00:00,2.6917272918550954
2011-01-20 05:00:00,6.115635376879312
2011-01-20 06:00:00,37.52345361856401
2011-01-20 07:00:00,105.10751324970167
2011-01-20 08:00:00,235.96509718871334
2011-01-20 09:00:00,133.81014918811783
2011-01-20 10:00:00,62.82981282493212
2011-01-20 11:00:00,63.768416202499324
2011-01-20 12:00:00,84.12876622399611
2011-01-20 13:00:00,73.56546412496947
2011-01-20 14:00:00,79.52362354923969
2011-01-20 15:00:00,84.0800225589101
2011-01-20 16:00:00,92.80463212984962
2011-01-20 17:00:00,199.6345736925363
2011-01-20 18:00:00,174.912604868647
2011-01-20 19:00:00,102.73175680951137
2011-01-20 20:00:00,73.50638462976646
2011-01-20 21:00:00,49.816312641815536
2011-01-20 22:00:00,43.197109570839714
2011-01-20 23:00:00,24.87342266358459
2011-01-21 00:00:00,13.816153636942781
2011-01-21 01:00:00,5.638677614325203
2011-01-21 02:00:00,3.2210263512958166
2011-01-21 03:00:00,2.0273754690897223
2011-01-21 04:00:00,1.9140733151417257
2011-01-21 05:00:00,2.829050255152234
2011-01-21 06:00:00,34.00019469050904
2011-01-21 07:00:00,98.29481945443439
2011-01-21 08:00:00,202.38652920955442
2011-01-21 09:00:00,131.8108551788566
2011-01-21 10:00:00,49.53941995250023
2011-01-21 11:00:00,62.34606122483127
2011-01-21 12:00:00,67.89012786496637
2011-01-21 13:00:00,63.08497372105393
2011-01-21 14:00:00,59.44622273596248
2011-01-21 15:00:00,57.12865161321105
2011-01-21 16:00:00,82.76274470336993
2011-01-21 17:00:00,142.6119276112966
2011-01-21 18:00:00,139.93103880076728
2011-01-21 19:00:00,101.56576641158387
2011-01-21 20:00:00,68.08793187017584
2011-01-21 21:00:00,43.969466532012774
2011-01-21 22:00:00,32.17066732148376
2011-01-21 23:00:00,19.788749391466673
2011-01-22 00:00:00,20.824136371361735
2011-01-22 01:00:00,16.618089576989917
2011-01-22 02:00:00,12.392099042212019
2011-01-22 03:00:00,6.389975111633022
2011-01-22 04:00:00,2.0130899770539186
2011-01-22 06:00:00,3.2427890957402985
2011-01-22 07:00:00,11.394923864718049
2011-01-22 08:00:00,17.18709024150546
2011-01-22 09:00:00,27.725375658933995
2011-01-22 10:00:00,43.641589974085285
2011-01-22 11:00:00,46.73861351175191
2011-01-22 12:00:00,52.08232869191644
2011-01-22 13:00:00,53.20091961166868
2011-01-22 14:00:00,52.63725311534328
2011-01-22 15:00:00,52.10971182205567
2011-01-22 16:00:00,53.96896951964294
2011-01-22 17:00:00,53.17293103898066
2011-01-22 18:00:00,44.45522763062819
2011-01-22 19:00:00,33.889682803237726
2011-01-22 20:00:00,34.02337112011996
2011-01-22 21:00:00,36.128526165199894
2011-01-22 22:00:00,29.964591560457716
2011-01-22 23:00:00,18.285494060786508
2011-01-23 00:00:00,25.38834589778832
2011-01-23 01:00:00,20.44702474640806
2011-01-23 02:00:00,13.325235175439996
2011-01-23 03:00:00,9.698851070021746
2011-01-23 05:00:00,2.0516724211154833
2011-01-23 06:00:00,1.8642669046431184
2011-01-23 07:00:00,7.33146365281657
2011-01-23 08:00:00,14.62558398510605
2011-01-23 09:00:00,24.574601922627572
2011-01-23 10:00:00,47.886457246082315
